text,start_pos,end_pos,entity_type,release_date,release_url
can,,,VERB,2020-03-10T00:00:00-04:00,https://www.justice.gov/opa/pr/national-comprehensive-opioid-stimulant-and-substance-abuse-program-forum-presents-ways
be,,,VERB,2020-03-10T00:00:00-04:00,https://www.justice.gov/opa/pr/national-comprehensive-opioid-stimulant-and-substance-abuse-program-forum-presents-ways
found,,,VERB,2020-03-10T00:00:00-04:00,https://www.justice.gov/opa/pr/national-comprehensive-opioid-stimulant-and-substance-abuse-program-forum-presents-ways
marks,,,VERB,2020-03-10T00:00:00-04:00,https://www.justice.gov/opa/pr/national-comprehensive-opioid-stimulant-and-substance-abuse-program-forum-presents-ways
Learn,,,VERB,2020-03-10T00:00:00-04:00,https://www.justice.gov/opa/pr/national-comprehensive-opioid-stimulant-and-substance-abuse-program-forum-presents-ways
Tennessee,2,11,GPE,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
Brian A. Benczkowski,134,154,PERSON,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
the Justice Departments Criminal Division,158,199,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
U.S.,201,205,GPE,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
Don Cochran,215,226,PERSON,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
the Middle District,230,249,LOC,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
Tennessee,253,262,GPE,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
the Drug Enforcement Administrations,305,341,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
DEA,343,346,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
Louisville Division,348,367,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
David B. Rausch,381,396,PERSON,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
the Tennessee Bureau of Investigation,400,437,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
Timothy Abbott,467,481,PERSON,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
D.P.M.  ,483,491,PERSON,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
Nashville,498,507,GPE,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
Tennessee,509,518,GPE,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
U.S.,614,618,GPE,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
Waverly D. Crenshaw Jr.,634,657,PERSON,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
the Middle District,661,680,LOC,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
Tennessee,684,693,GPE,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
Crenshaw,763,771,PERSON,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
Abbott,801,807,PERSON,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
DEA,1071,1074,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
the Metropolitan Nashville Police Department,1128,1172,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
William M. Grady,1190,1206,PERSON,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
Alexandra Michael,1211,1228,PERSON,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
the Criminal Divisions Fraud Section,1232,1268,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
the Appalachian Regional Prescription Opioid,1319,1363,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
ARPO,1365,1369,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
Strike Force,1371,1383,PERSON,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
the ARPO Strike Force,1422,1443,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
The Health Care Fraud Unit,1591,1617,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
Medicare,1757,1765,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
the HHS Centers,1814,1829,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
Medicare & Medicaid Services,1834,1862,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
HHS,1892,1895,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
the Fraud Sections,2072,2090,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
the Department of Justice,2160,2185,ORG,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
pleaded,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
distributing,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
controlled,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
made,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
pleaded,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
controlled,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
has,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
been,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
scheduled,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
admitted,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
distributed,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
controlled,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
investigated,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
are,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
prosecuting,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
leads,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
operates,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
has,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
charged,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
are,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
distributing,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
maintains,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
operating,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
has,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
charged,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
have,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
billed,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
working,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
are,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
taking,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
increase,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
decrease,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
believe,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
may,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
be,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
should,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
visit,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
marks,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
Learn,,,VERB,2020-02-26T00:00:00-05:00,https://www.justice.gov/opa/pr/tennessee-podiatrist-pleads-guilty-unlawfully-distributing-controlled-substances
Tennessee,28,37,GPE,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
ARPO,276,280,ORG,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
Strike Force Takedown,282,303,PERSON,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
the ARPO Strike Force,353,374,ORG,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
Richard Farmer,406,420,PERSON,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
M.D.  ,422,428,ORG,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
Memphis,435,442,GPE,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
Tennessee,444,453,GPE,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
U.S.,677,681,GPE,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
Thomas L. Parker,697,713,PERSON,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
the Western District,717,737,LOC,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
Tennessee,741,750,GPE,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
The Department of Justice,781,806,ORG,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
Brian A. Benczkowski,950,970,PERSON,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
the Justice Departments Criminal Division,974,1015,ORG,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
the Criminal Divisions ARPO Strike Force,1125,1165,ORG,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
U.S.,1174,1178,GPE,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
Attorneys Office,1179,1195,ORG,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
Opioid,1226,1232,ORG,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
U.S.,1360,1364,GPE,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
Michael Dunavant,1377,1393,PERSON,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
the Western District,1397,1417,LOC,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
Tennessee,1421,1430,GPE,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
Special Agent,1728,1741,ORG,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
the Drug Enforcement Administrations,1769,1805,ORG,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
DEA,1807,1810,ORG,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
Louisville Division Office,1812,1838,ORG,2020-02-21T00:00:00-05:00,https://www.justice.gov/opa/pr/west-tennessee-psychiatrist-found-guilty-unlawfully-distributing-opioids
